,tag,text
14133,pos,will smith and tommy lee jones both do great jobs and both are a blast to watch .
20855,pos,at the time they haven't yet had sex nor have they killed anyone yet .
30689,pos,"segment four is set to dmitri shostakovich's "" piano concerto no . 2 "" and is an animated version of hans christian andersen's "" the steadfast tin soldier "" ."
9403,pos,"and just think , they managed to do it without sacrificing a single testicle ."
7257,pos,"of course it doesn't , and here , her naysayers are proved wrong in a big way ."
14521,pos,"with the release of the studio's newest feature length film , a remake of edgar rice burrough's creation tarzan , disney has plunged into new waters with both maturity and animation techniques ."
20416,pos,"i have a soft spot in my heart for pure , amoral sleaze ."
5167,pos,"moments that undoubtedly will improve in comic potency upon each new viewing , with so much more to explore and to cherish ."
17324,pos,"in the vision of america presented here , msnbc is the television news source of choice in every home , when in reality it only reaches a fraction of the country ."
25050,pos,"this movie is about visions of bats floating through your head , johnny depp looking goofy and being bald , and the cornucopia of drug-ravaged scenes filling your own intoxicated system with ideas of anarchy , rebellion and the lost american dream ."
14494,pos,-jackson pollock to a life magazine reporter on recognizing when you've completed a painting
23885,pos,"the queen is pregnant but she has not liased with the king before , so fingers are pointed at sir roger de lodgerley played by charles hawtrey , who has a rather lecherous character to play this time ."
28678,pos,"unfortunately , the first forty minutes or so are relatively slow , dwelling mainly on ethan and nyah's quickly blossoming romance and seeming more in place in a james bond film than with the less glamorous mission : impossible tv series ."
7616,pos,"she looks at him with glistening eyes , not questioning the laws or rebelling against her secondary role and how her religion keeps her from studying the talmud and having all the modern conveniences of life , and from seeing movies and tv ."
24046,pos,the author is even on record as applauding egoyan's changes .
16372,pos,"well , the commercial part is ."
9122,pos,is the question that infests the rest of this sci-fi epic .
8334,pos,"they gradually become good friends , and spend the summer together doing various things , such as studying insects ( namely locusts , who come out of hiding once every 17 years ) , playing tennis , and listening to a symphony orchestra through a manhole cover ."
32502,pos,"when he's not rolling the ball down an alley towards a strike , things just happen to him ."
19828,pos,"black & white is a film about hip-hop culture , and the film's omnipresent hip-hop soundtrack strongly supports this ."
31226,pos,"either way you see it , it shouldn't let you down in the slightest ."
23389,pos,"in keeping with its hip style , pop music is used , which like myer's voice may be initially jarring , but ultimately satisfies ( while surveying bridal candidates via a 'dating game' parody broadcast by snow white's evil queen's mirror , farquaad is told 'fiona likes pina coladas' - cue jimmy buffet ! ) ."
21380,pos,"the mummy could have gotten an "" a "" rating from me if it had gone purely with one of these ."
16745,pos,"i'm not about to say , because the plot point is crucial to the rest of the story ( many critics , however , give it away ) ."
4984,pos,"while in & out doesn't carry enough to give it four stars , it remains one of the best done films of the year , all-around ."
15971,pos,""" not gettin' any ! """
1734,pos,i'm definitely going to have to check out the novel it was based on .
20887,pos,that feeling of metaphysical freedom that you can create your own universe .
30943,pos,"however , the time convergence approach only works at times , for often it's just distracting , as in one scene where tamora's suviving sons ( matthew rhys and jonathan rhys meyers ) blow off steam playing video arcade games ."
796,pos,"its success made a sequel inevitable , but this is not the sequel , i suspect , anyone much wanted ."
5990,pos,"try too hard , and it snaps ; but too much reservation means someone else will come along and pull it farther ."
28422,pos,"whereas bergman uses artifice as a tool to expose reality , leigh makes the camera a mere observer , almost as in a pbs documentary ."
7729,pos,lonely being a cannibal .
24923,pos,"during a film-class discussion , windsor college students articulate what these inevitable laws are , and why sequels never live up to the originals ."
19453,pos,"whitaker carries the film by using what truly great actor's use , his face ."
30780,pos,the other titles which were considered were more promising - in pursuit of honor or a matter of honor would have been acceptable although navy cross or undisclosed are a little meaningless as far as i'm concerned .
